timestamp,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,is_fixation,fixation_duration,fixation_x,fixation_y
1737700424442.017,976,693,760,698,False,,,
1737700424470.001,949,704,745,697,False,,,
1737700424506.297,926,704,729,695,False,,,
1737700424536.355,909,704,715,694,False,,,
1737700424572.579,893,690,703,697,False,,,
1737700424602.049,879,684,694,698,False,,,
1737700424634.753,870,678,685,698,False,,,
1737700424668.092,860,673,679,696,False,,,
1737700424702.26,851,668,672,699,False,,,
1737700424735.469,844,661,666,699,False,,,
1737700424771.399,839,655,664,698,False,,,
1737700424802.272,834,652,661,698,False,,,
1737700424834.8657,829,651,660,699,False,,,
1737700424868.454,824,647,655,699,False,,,
1737700424901.388,816,644,650,697,False,,,
1737700424935.38,810,643,646,696,False,,,
1737700424968.0178,805,641,643,695,False,,,
1737700425003.26,802,641,640,693,False,,,
1737700425040.316,799,637,640,693,False,,,
1737700425068.084,799,637,640,692,False,,,
1737700425101.2878,798,636,641,692,False,,,
1737700425135.354,799,636,642,690,False,,,
1737700425168.258,804,635,646,688,False,,,
1737700425202.088,811,637,650,687,True,300.699951171875,724.05,665.5
1737700425236.892,816,641,655,689,True,301.51220703125,724.05,665.5
1737700425268.857,822,648,661,693,True,300.839111328125,724.05,665.5
1737700425302.8591,830,646,665,687,False,,,
1737700425336.315,838,638,672,676,False,,,
1737700425369.3599,849,629,679,664,False,,,
1737700425402.626,855,625,686,657,False,,,
1737700425435.335,860,621,689,652,False,,,
1737700425470.71,866,618,692,645,False,,,
1737700425502.083,869,607,694,635,False,,,
1737700425535.348,875,592,699,618,False,,,
1737700425568.8792,879,573,701,595,False,,,
1737700425602.3528,882,551,703,573,False,,,
1737700425635.79,889,528,705,551,False,,,
1737700425668.553,893,507,707,527,False,,,
1737700425704.02,896,485,708,506,False,,,
1737700425735.5269,899,468,710,490,False,,,
1737700425769.3389,901,457,710,481,False,,,
1737700425801.988,902,454,710,478,False,,,
1737700425835.6118,901,455,710,479,False,,,
1737700425869.3608,901,454,710,478,False,,,
1737700425902.108,901,454,711,478,False,,,
1737700425937.37,902,452,711,475,False,,,
1737700425968.53,901,451,711,474,False,,,
1737700426002.199,900,451,710,474,False,,,
1737700426035.725,898,451,708,473,True,300.1982421875,805.35,466.35
1737700426069.0059,898,450,707,470,True,299.6669921875,805.35,466.35
1737700426102.083,898,449,707,469,True,300.094970703125,805.35,466.35
1737700426135.989,898,448,707,469,True,300.377197265625,805.35,466.35
1737700426169.868,898,450,707,470,True,300.507080078125,805.35,466.35
1737700426201.5469,898,453,707,472,True,299.43896484375,805.35,466.35
1737700426236.0361,898,453,707,473,True,298.666015625,805.35,466.35
1737700426268.0378,899,454,707,473,True,299.5078125,805.35,466.35
1737700426302.648,899,453,707,473,True,300.448974609375,805.35,466.35
1737700426335.0999,901,453,708,471,True,299.374755859375,805.35,466.35
1737700426368.6863,904,451,710,469,True,299.680419921875,805.35,466.35
1737700426403.684,907,446,712,464,True,301.60107421875,805.35,466.35
1737700426434.846,909,443,715,460,True,298.85693359375,805.35,466.35
1737700426469.502,910,443,715,461,True,299.634033203125,805.35,466.35
1737700426501.545,910,443,717,462,True,299.998046875,805.35,466.35
1737700426535.3843,911,444,718,462,True,299.34814453125,805.35,466.35
1737700426568.511,912,445,720,463,True,300.47314453125,805.35,466.35
1737700426603.117,914,445,722,462,True,300.468994140625,805.35,466.35
1737700426636.597,916,444,723,462,True,301.4970703125,805.35,466.35
1737700426668.4822,917,444,723,461,True,299.7958984375,805.35,466.35
1737700426701.8308,917,444,724,461,True,298.146728515625,805.35,466.35
1737700426735.205,918,443,725,458,True,300.359130859375,805.35,466.35
1737700426768.39,919,444,726,457,True,298.887939453125,805.35,466.35
1737700426802.3281,921,443,727,456,True,300.783203125,805.35,466.35
1737700426835.071,920,442,727,458,True,299.686767578125,805.35,466.35
1737700426870.1582,921,443,727,458,True,301.647216796875,805.35,466.35
1737700426900.98,921,444,726,459,True,297.863037109375,805.35,466.35
1737700426935.3699,921,446,726,459,True,298.77294921875,805.35,466.35
1737700426968.501,921,446,726,460,True,300.018798828125,805.35,466.35
1737700427001.3271,921,446,726,460,True,299.496337890625,805.35,466.35
1737700427035.5498,921,446,726,461,True,300.3447265625,805.35,466.35
1737700427068.127,921,447,725,460,True,299.737060546875,805.35,466.35
1737700427102.4949,921,447,726,461,True,300.166748046875,805.35,466.35
1737700427134.5679,922,448,725,462,True,299.496826171875,805.35,466.35
1737700427167.833,921,449,725,463,True,297.6748046875,805.35,466.35
1737700427201.3682,922,449,725,464,True,300.38818359375,805.35,466.35
1737700427237.069,922,450,725,465,True,301.69921875,805.35,466.35
1737700427271.06,922,451,725,465,True,302.55908203125,805.35,466.35
1737700427304.243,923,452,725,466,True,302.915771484375,805.35,466.35
1737700427346.7842,923,452,725,466,True,311.234375,805.35,466.35
1737700427369.2632,922,453,725,466,True,301.13623046875,805.35,466.35
1737700427401.8582,922,452,725,466,True,299.36328125,805.35,466.35
1737700427433.464,922,453,725,467,True,298.896240234375,805.35,466.35
1737700427467.489,920,454,724,467,True,299.656005859375,805.35,466.35
1737700427501.96,918,455,720,468,True,300.591796875,805.35,466.35
1737700427533.32,913,455,717,469,True,296.2509765625,805.35,466.35
1737700427573.556,909,456,714,471,True,302.495849609375,805.35,466.35
1737700427601.614,905,457,710,473,True,297.37109375,805.35,466.35
1737700427634.7893,901,457,707,473,False,,,
1737700427667.825,897,457,705,473,False,,,
1737700427701.5723,892,457,700,473,False,,,
1737700427734.55,891,458,699,473,False,,,
1737700427767.883,890,458,698,474,False,,,
1737700427803.346,889,457,698,473,False,,,
1737700427834.531,890,457,698,474,False,,,
1737700427867.2278,895,458,701,475,True,293.671875,799.45,465.2
1737700427902.071,901,458,706,475,True,300.45703125,799.45,465.2
1737700427934.107,907,459,711,476,True,299.317626953125,799.45,465.2
1737700427967.405,914,457,716,476,True,299.580078125,799.45,465.2
1737700428001.19,924,457,722,476,False,,,
1737700428035.9932,936,459,736,477,False,,,
1737700428067.352,943,459,741,478,False,,,
1737700428100.589,950,459,745,477,False,,,
1737700428134.6262,955,460,749,478,False,,,
1737700428167.666,958,461,752,479,False,,,
1737700428201.102,961,463,754,481,False,,,
1737700428234.57,964,464,756,481,False,,,
1737700428269.388,965,466,757,482,False,,,
1737700428300.725,966,467,757,483,False,,,
1737700428334.6382,967,468,758,483,False,,,
1737700428368.4768,967,470,758,485,False,,,
1737700428401.029,967,473,759,488,True,300.43994140625,858.25,473.4
1737700428434.6812,966,477,759,491,True,300.054931640625,858.25,473.4
1737700428467.79,965,481,758,494,True,300.1240234375,858.25,473.4
1737700428502.457,964,485,758,499,False,,,
