timestamp,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,is_fixation,fixation_duration,fixation_x,fixation_y
1738214400384.573,783,493,597,498,False,,,
1738214400428.294,784,487,597,493,False,,,
1738214400462.386,784,486,597,492,False,,,
1738214400495.8389,785,486,597,492,False,,,
1738214400537.741,784,486,597,492,True,153.16796875,690.5,490.5
1738214400563.352,784,487,597,493,True,178.779052734375,690.5,490.4166666666667
1738214400594.6428,784,488,596,494,True,210.06982421875,690.4285714285714,490.5
1738214400627.871,783,488,596,494,True,243.298095703125,690.3125,490.5625
1738214400662.466,783,489,596,495,True,277.89306640625,690.2222222222222,490.72222222222223
1738214400694.904,783,489,595,495,True,310.3310546875,690.1,490.85
1738214400727.7441,782,490,595,496,True,343.171142578125,689.9545454545455,491.04545454545456
1738214400762.897,780,496,594,502,True,378.323974609375,689.7083333333334,491.7083333333333
1738214400795.6328,781,501,594,507,True,411.059814453125,689.5384615384615,492.65384615384613
1738214400830.944,781,504,595,509,True,446.37109375,689.4285714285714,493.64285714285717
1738214400861.644,782,506,594,511,True,477.071044921875,689.3333333333334,494.6333333333333
1738214400897.551,782,508,595,513,True,512.97802734375,689.28125,495.625
1738214400928.058,783,509,595,513,True,543.485107421875,689.2647058823529,496.52941176470586
1738214400962.634,783,509,595,513,False,,,
1738214401002.711,783,510,595,513,False,,,
1738214401029.7852,784,511,596,514,False,,,
1738214401064.1868,783,511,596,514,False,,,
1738214401098.3733,784,511,595,514,False,,,
1738214401133.342,783,511,596,514,False,,,
1738214401164.747,784,510,596,513,False,,,
1738214401198.0337,783,510,596,513,False,,,
1738214401234.044,784,510,596,513,False,,,
1738214401266.0632,784,510,596,513,True,638.192138671875,689.025,506.3
1738214401298.681,783,510,595,513,True,636.21484375,689.0,507.325
1738214401329.8508,783,510,596,513,True,634.94677734375,689.0,508.3
1738214401363.5688,783,510,595,512,True,635.82470703125,689.0,509.25
1738214401394.8691,783,509,595,512,True,631.97216796875,689.025,510.125
1738214401427.1392,783,509,595,512,True,631.50634765625,689.125,510.7
1738214401461.78,784,510,596,513,True,630.8359375,689.25,511.075
1738214401493.917,786,510,598,515,True,632.27294921875,689.45,511.375
1738214401527.416,786,511,599,515,True,629.864990234375,689.675,511.6
1738214401560.93,786,511,599,515,True,632.871826171875,689.875,511.725
1738214401595.778,787,510,599,514,True,633.14404296875,690.075,511.775
1738214401627.595,787,510,599,515,True,624.884033203125,690.275,511.85
1738214401660.216,787,511,599,515,True,630.430908203125,690.475,511.925
1738214401696.29,787,510,599,515,True,632.103271484375,690.625,511.925
1738214401726.927,788,510,599,515,True,628.5537109375,690.825,511.925
1738214401761.175,789,510,601,515,True,627.8330078125,691.1,511.925
1738214401794.301,790,511,601,514,True,629.553955078125,691.4,511.925
1738214401828.895,790,511,602,513,True,630.861328125,691.7,511.95
1738214401860.232,790,510,602,514,True,626.18798828125,692.025,511.975
1738214401894.0107,790,509,602,514,True,627.947509765625,692.325,511.975
1738214401928.745,790,509,602,513,True,630.064208984375,692.625,511.95
1738214401960.3572,791,507,603,511,True,630.50634765625,693.025,511.825
1738214401994.7432,791,506,602,510,True,631.17431640625,693.375,511.65
1738214402027.305,792,505,603,510,True,632.435791015625,693.8,511.475
1738214402062.0361,792,504,604,508,True,634.89697265625,694.25,511.25
1738214402093.486,792,503,604,507,True,631.7060546875,694.7,510.975
1738214402126.42,793,502,604,506,True,632.5029296875,695.125,510.6
1738214402162.095,794,501,604,504,True,634.678955078125,695.475,510.1
1738214402193.365,794,500,604,504,True,632.43505859375,695.8,509.55
1738214402228.058,794,500,605,503,True,632.280029296875,696.15,508.975
1738214402260.562,794,499,605,504,True,632.967041015625,696.475,508.45
1738214402295.6692,794,499,605,503,True,635.453125,696.8,507.875
1738214402328.289,793,499,605,503,True,631.9990234375,697.1,507.275
1738214402360.01,793,499,605,504,True,633.0830078125,697.4,506.725
1738214402396.897,794,499,605,504,True,635.721923828125,697.7,506.175
1738214402429.943,794,500,605,505,True,635.64208984375,697.925,505.675
1738214402462.136,793,500,605,505,True,633.240966796875,698.1,505.175
1738214402495.036,794,500,605,504,True,634.803955078125,698.275,504.675
1738214402527.852,794,500,606,505,True,633.84130859375,698.475,504.2
1738214402559.915,793,500,605,505,True,631.169921875,698.625,503.75
1738214402593.896,793,500,605,505,True,633.538818359375,698.775,503.325
1738214402627.339,793,500,605,505,True,632.595947265625,698.875,503.0
1738214402660.5242,793,500,605,505,True,633.21923828125,699.0,502.725
1738214402692.9998,794,500,604,505,True,630.963623046875,699.075,502.475
1738214402727.125,793,500,605,506,True,633.638916015625,699.125,502.325
1738214402760.135,793,501,605,506,True,633.715087890625,699.175,502.25
1738214402792.647,794,501,606,507,True,630.552001953125,699.25,502.25
1738214402825.699,794,501,606,507,True,632.333984375,699.3,502.325
1738214402861.53,793,501,605,506,True,633.471923828125,699.3,502.4
1738214402894.9338,793,501,604,506,True,634.371826171875,699.25,502.5
1738214402928.401,793,502,604,506,True,632.731689453125,699.2,502.625
1738214402961.7888,793,502,605,506,True,633.499755859375,699.175,502.775
1738214402993.521,793,501,604,506,True,633.510986328125,699.15,502.9
1738214403026.491,793,502,604,506,True,629.593994140625,699.125,503.025
1738214403060.549,793,502,604,506,True,630.60595703125,699.075,503.15
1738214403094.2888,793,503,604,506,True,632.15283203125,699.025,503.25
1738214403127.552,792,503,604,506,True,632.51611328125,698.975,503.35
1738214403159.1648,793,503,605,506,True,631.312744140625,698.95,503.475
1738214403192.218,793,503,604,507,True,632.302978515625,698.875,503.6
1738214403226.686,793,503,604,507,True,632.7900390625,698.85,503.725
1738214403260.284,793,503,604,506,True,632.94482421875,698.825,503.825
1738214403293.965,792,504,604,506,True,633.44091796875,698.775,503.95
1738214403327.083,792,505,604,507,True,634.083251953125,698.725,504.125
1738214403359.0222,792,505,604,507,True,631.897216796875,698.675,504.3
1738214403393.2732,792,504,604,507,True,633.13818359375,698.625,504.425
1738214403426.772,793,505,604,507,True,634.125,698.6,504.55
1738214403461.4739,793,505,604,507,True,635.77490234375,698.525,504.65
