timestamp,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,is_fixation,fixation_duration,fixation_x,fixation_y
1738216885389.324,722,540,540,509,False,,,
1738216885421.34,721,533,548,502,False,,,
1738216885451.2917,717,522,543,502,False,,,
1738216885488.779,714,516,541,498,False,,,
1738216885519.2927,715,508,541,498,True,129.96875,630.2,512.8
1738216885553.5413,719,505,544,496,False,,,
1738216885586.6611,721,498,547,495,False,,,
1738216885620.001,722,496,547,497,False,,,
1738216885654.035,721,496,548,496,False,,,
1738216885685.915,721,502,549,499,False,,,
1738216885720.67,719,515,547,501,False,,,
1738216885754.362,719,529,550,508,False,,,
1738216885785.883,724,551,549,516,False,,,
1738216885820.8188,727,563,545,520,False,,,
1738216886621.48,778,517,605,502,False,,,
1738216886652.813,782,498,597,495,False,,,
1738216886686.008,784,478,600,479,False,,,
1738216886718.997,783,460,601,465,False,,,
1738216886753.47,784,450,602,457,False,,,
1738216886787.3542,784,436,604,448,False,,,
1738216886818.219,783,423,608,435,False,,,
1738216886852.774,787,418,609,426,False,,,
1738216886888.541,789,415,614,420,False,,,
1738216886919.1282,796,412,619,414,False,,,
1738216886951.488,800,416,622,411,False,,,
1738216886986.3857,813,430,630,410,False,,,
1738216887018.024,825,442,640,416,False,,,
1738216887052.119,842,457,662,424,False,,,
1738216887087.1182,868,480,680,428,False,,,
1738216887119.502,883,491,697,435,False,,,
1738216887151.5552,897,492,711,439,False,,,
1738216887185.864,912,500,722,437,False,,,
1738216887218.0537,923,504,735,433,False,,,
1738216887250.7039,928,500,739,429,False,,,
1738216887286.138,934,495,742,422,False,,,
1738216887320.3718,932,487,744,416,False,,,
1738216887352.9712,933,483,743,411,False,,,
1738216887386.086,934,477,744,409,False,,,
1738216887419.7559,932,473,746,406,False,,,
1738216887452.105,933,468,746,404,False,,,
1738216887486.054,935,466,750,398,False,,,
1738216887517.683,935,462,749,395,False,,,
1738216887551.6028,937,461,750,393,False,,,
1738216887584.9978,937,460,750,391,False,,,
1738216887619.049,937,459,749,390,False,,,
1738216887652.666,933,460,745,388,False,,,
1738216887685.855,930,463,745,386,False,,,
1738216887717.876,928,463,744,383,False,,,
1738216887751.487,926,458,744,378,False,,,
1738216887785.0308,930,456,746,371,False,,,
1738216887818.757,931,450,748,366,False,,,
1738216887851.137,932,449,747,365,False,,,
1738216887884.0972,931,448,750,365,False,,,
1738216887919.1821,931,447,749,364,False,,,
1738216887952.04,930,448,750,366,False,,,
1738216887984.3672,933,449,750,366,False,,,
1738216888018.2231,931,448,750,364,False,,,
1738216888052.062,932,447,749,361,False,,,
1738216888085.3838,931,446,748,359,False,,,
1738216888119.824,932,444,748,359,False,,,
1738216888152.7659,931,441,746,358,False,,,
1738216888184.6663,932,443,746,357,False,,,
1738216888219.3743,933,442,747,357,False,,,
1738216888250.582,932,442,748,357,False,,,
1738216888285.708,932,440,748,356,False,,,
1738216888318.3943,931,441,747,356,True,632.539306640625,839.225,406.475
1738216888351.1748,930,444,748,360,True,633.298828125,839.3,405.35
1738216888386.412,932,448,742,362,True,634.925048828125,839.35,404.45
1738216888419.334,927,451,740,366,True,634.30322265625,839.275,403.975
1738216888452.304,923,461,739,372,True,633.546875,838.925,404.125
1738216888484.916,919,468,732,381,True,633.779052734375,838.225,404.95
1738216888518.762,913,472,727,389,False,,,
1738216888551.944,911,479,725,395,False,,,
1738216888585.5562,907,486,719,406,False,,,
1738216888619.9958,898,489,714,413,False,,,
1738216888650.742,894,495,709,420,False,,,
1738216888684.264,882,501,689,422,False,,,
1738216888718.7688,870,508,690,421,False,,,
1738216888752.943,863,511,701,439,False,,,
1738216888784.5818,862,519,684,429,False,,,
1738216888817.9478,859,518,634,437,False,,,
1738216888852.121,858,522,639,450,False,,,
1738216888885.21,855,525,641,452,False,,,
1738216888917.0898,855,522,640,452,False,,,
1738216888952.5208,858,521,640,457,False,,,
1738216888986.439,860,521,652,460,False,,,
1738216889018.122,858,521,660,458,False,,,
1738216889050.998,858,519,667,462,False,,,
1738216889085.3801,859,520,666,459,False,,,
1738216889118.284,861,518,662,454,False,,,
1738216889150.645,863,518,659,452,False,,,
1738216889183.473,865,514,668,450,False,,,
1738216889219.757,867,515,671,447,False,,,
1738216889251.095,867,514,670,444,False,,,
1738216889285.07,869,512,673,443,False,,,
1738216889318.291,869,512,674,440,False,,,
1738216889350.562,870,510,675,438,False,,,
1738216889384.3882,871,509,677,435,False,,,
1738216889418.375,871,508,678,434,False,,,
1738216889452.132,872,508,679,434,False,,,
1738216889483.51,872,508,680,434,False,,,
1738216889518.312,871,508,680,435,False,,,
1738216889552.0571,872,508,678,435,False,,,
1738216889584.8708,871,510,678,435,True,632.35009765625,767.775,479.5
1738216889617.597,871,510,677,436,True,631.157958984375,769.025,478.7
1738216889650.733,870,510,678,438,True,632.61083984375,769.925,477.875
1738216889685.256,869,511,674,436,True,634.258056640625,770.55,477.075
1738216889717.267,870,511,678,437,True,631.886962890625,771.125,476.25
1738216889750.4312,868,512,675,437,True,632.147216796875,771.575,475.5
1738216889785.0151,869,510,675,438,True,634.3701171875,772.1,474.9
1738216889818.178,867,512,676,440,True,634.705078125,772.625,474.45
1738216889850.2668,868,513,675,440,True,630.509765625,772.875,474.175
1738216889883.6438,867,515,676,440,True,632.548828125,773.0,474.0
1738216889919.252,868,512,679,439,True,634.181884765625,773.25,473.825
1738216889950.419,867,519,677,441,True,632.1279296875,773.3,473.95
1738216889985.4321,870,517,676,442,True,634.8701171875,773.375,474.125
1738216890019.729,873,519,678,442,True,635.3408203125,773.525,474.45
1738216890052.581,873,518,679,443,True,634.2060546875,773.625,474.875
1738216890083.5469,871,520,681,443,True,631.414794921875,773.7,475.4
1738216890118.5579,882,519,681,447,True,635.0478515625,774.0,476.0
1738216890151.9858,885,521,685,448,True,633.673828125,774.45,476.675
1738216890183.889,889,497,686,449,True,631.831787109375,775.05,476.75
1738216890216.922,886,523,686,453,True,632.05126953125,775.6,477.575
1738216890252.992,887,519,684,453,True,635.39501953125,776.15,478.25
1738216890283.3018,891,491,694,431,True,632.56884765625,777.075,477.65
1738216890318.6392,887,526,692,438,True,633.383056640625,777.85,478.05
1738216890352.072,885,531,689,445,True,634.804931640625,778.625,478.775
1738216890385.8572,884,530,676,463,True,635.426025390625,778.925,479.9
1738216890417.1309,884,530,674,464,True,632.11572265625,779.3,481.025
1738216890450.368,883,529,677,462,False,,,
1738216890485.391,882,530,678,462,False,,,
1738216890518.836,882,531,678,464,False,,,
1738216890552.831,880,532,679,465,False,,,
1738216890584.7559,880,533,676,466,False,,,
1738216890619.252,877,535,676,468,False,,,
1738216890649.682,876,539,671,454,False,,,
1738216890683.989,868,541,673,466,False,,,
1738216890719.1301,868,540,675,466,False,,,
1738216890750.885,870,541,675,467,False,,,
1738216890783.039,873,542,678,456,False,,,
1738216890819.2598,878,540,682,473,False,,,
1738216890852.095,883,544,685,467,False,,,
1738216890884.6099,886,541,690,467,False,,,
1738216890916.737,889,538,688,469,False,,,
1738216890951.5037,887,542,686,471,True,632.864501953125,780.0,499.2
1738216890983.6428,888,540,681,471,True,631.57080078125,779.75,500.375
1738216891016.56,889,540,684,473,True,630.702880859375,779.725,501.3
1738216891050.8062,885,542,662,473,True,633.67529296875,779.4,501.85
1738216891084.8948,881,544,675,482,True,634.52685546875,779.35,502.65
1738216891118.3748,878,544,674,481,True,632.983642578125,779.15,503.5
1738216891151.834,873,547,669,484,True,632.998046875,778.7,504.475
1738216891184.163,868,549,669,485,True,631.33203125,778.125,505.45
1738216891217.959,864,548,657,491,True,633.203125,777.175,506.5
1738216891249.7659,861,552,658,492,False,,,
1738216891283.205,860,551,655,484,False,,,
1738216891316.4858,855,551,654,493,False,,,
1738216891351.394,857,550,666,494,False,,,
1738216891384.531,856,550,659,490,False,,,
1738216891419.332,861,547,661,485,False,,,
1738216891450.0461,866,546,670,481,False,,,
1738216891483.592,872,540,672,474,False,,,
1738216891517.13,879,541,679,473,False,,,
1738216891551.421,882,539,683,472,False,,,
1738216891583.93,885,538,682,473,False,,,
1738216891618.1692,892,537,675,473,False,,,
1738216891652.199,894,533,704,489,False,,,
1738216891682.619,895,535,682,475,False,,,
1738216891716.661,898,533,693,471,False,,,
1738216891750.5112,902,536,703,477,False,,,
1738216891783.6853,910,537,719,478,False,,,
1738216891817.503,925,532,717,466,False,,,
1738216891850.725,931,523,729,459,False,,,
1738216891884.655,936,518,734,453,False,,,
1738216891917.7458,938,516,737,451,False,,,
1738216891950.7397,942,514,739,447,False,,,
1738216891983.905,943,513,742,445,False,,,
1738216892016.76,944,511,743,443,False,,,
1738216892050.484,943,510,744,442,False,,,
1738216892083.497,942,509,743,440,False,,,
1738216892117.604,939,509,739,440,False,,,
1738216892149.7988,935,506,738,439,False,,,
1738216892184.0452,934,505,735,437,False,,,
1738216892217.515,933,504,733,436,False,,,
1738216892253.273,932,505,733,437,False,,,
1738216892309.661,932,506,733,437,False,,,
1738216892355.4849,934,505,734,438,False,,,
1738216892387.6638,933,507,734,439,False,,,
1738216892418.5942,933,506,733,437,False,,,
1738216892455.085,933,505,733,437,False,,,
1738216892487.733,934,504,734,435,True,670.22998046875,835.575,476.65
1738216892520.8472,938,501,738,433,True,670.1220703125,836.425,475.05
1738216892549.977,939,500,739,434,True,665.322021484375,836.875,473.85
1738216892584.649,939,500,738,433,True,666.903076171875,837.05,472.9
1738216892617.4773,938,500,738,434,True,666.737548828125,837.075,472.075
1738216892649.647,937,500,738,434,True,665.741943359375,836.925,471.4
1738216892685.5427,937,501,736,433,True,668.78271484375,836.625,470.8
1738216892718.435,936,501,736,433,True,667.951171875,836.25,470.3
1738216892749.6462,935,501,736,434,True,666.149169921875,835.85,469.875
1738216892864.22,935,500,735,434,True,746.615966796875,835.475,469.5
1738216892888.0488,932,502,734,433,True,738.25,835.175,469.15
1738216892918.0952,931,503,734,434,True,734.050048828125,834.975,468.95
1738216892951.197,931,505,733,435,True,733.68212890625,834.85,468.9
1738216892984.947,931,505,733,434,True,731.674072265625,834.8,468.875
1738216893020.552,931,504,733,434,True,710.89111328125,834.775,468.775
1738216893053.4038,931,505,733,434,True,697.9189453125,834.75,468.675
1738216893084.7458,931,505,733,434,True,697.08203125,834.65,468.575
1738216893117.0718,930,505,732,435,True,698.4775390625,834.525,468.425
1738216893150.281,931,506,732,435,True,695.196044921875,834.45,468.375
1738216893184.5232,929,506,731,436,True,696.790283203125,834.3,468.375
1738216893217.049,929,507,730,437,True,696.201904296875,834.075,468.5
1738216893250.732,929,507,729,438,True,700.7548828125,833.625,468.775
1738216893284.217,927,509,727,437,True,699.568115234375,833.025,469.075
1738216893319.425,925,508,726,438,True,701.94775390625,832.375,469.4
1738216893351.27,925,508,725,439,True,701.623046875,831.725,469.725
1738216893384.345,924,508,725,440,True,698.80224609375,831.075,470.075
1738216893418.4958,924,508,725,440,True,700.060791015625,830.475,470.425
1738216893450.283,924,509,725,440,True,700.63671875,829.9,470.8
1738216893482.738,924,508,725,439,True,618.51806640625,829.35,471.1
1738216893518.05,924,509,725,439,True,630.001220703125,828.825,471.45
1738216893549.938,925,507,726,438,True,631.8427734375,828.45,471.7
1738216893582.125,924,507,725,438,True,630.927978515625,828.05,471.9
1738216893617.566,925,506,726,438,True,632.618896484375,827.725,472.0
1738216893651.243,924,506,726,438,True,630.69091796875,827.375,472.125
1738216893682.663,924,505,725,438,True,629.25927734375,827.0,472.25
1738216893717.8838,924,503,725,438,True,633.137939453125,826.625,472.3
1738216893751.031,923,504,725,438,True,633.959228515625,826.225,472.375
1738216893784.2612,923,503,725,438,True,633.980224609375,825.875,472.4
1738216893817.4182,923,501,723,437,True,632.89501953125,825.45,472.325
1738216893849.656,924,501,724,437,True,632.60693359375,825.15,472.225
1738216893883.052,924,501,723,437,True,632.320068359375,824.85,472.075
1738216893916.24,924,501,723,437,True,632.02294921875,824.575,471.9
1738216893949.703,923,501,723,437,True,630.27783203125,824.375,471.7
1738216893984.011,923,501,723,437,True,632.740966796875,824.25,471.5
1738216894015.854,923,500,723,437,True,631.509033203125,824.15,471.25
1738216894049.538,923,501,723,437,True,631.042236328125,824.075,471.0
1738216894084.2969,924,502,724,437,True,634.013916015625,824.05,470.775
1738216894116.926,926,504,726,440,True,634.18798828125,824.125,470.65
1738216894149.816,927,505,726,441,True,631.765869140625,824.225,470.625
1738216894182.952,927,506,727,440,True,633.013916015625,824.35,470.575
1738216894217.2292,928,506,726,441,True,635.104248046875,824.425,470.625
1738216894249.601,928,507,726,441,True,632.03515625,824.55,470.7
1738216894282.5388,928,507,726,442,True,631.2958984375,824.625,470.825
1738216894317.454,928,508,726,441,True,634.791015625,824.725,470.95
1738216894350.0327,928,507,727,441,True,632.14892578125,824.875,471.075
1738216894382.0212,929,507,728,441,True,630.990234375,825.075,471.25
1738216894416.4521,931,507,728,442,True,632.19091796875,825.35,471.425
1738216894450.0981,931,506,729,442,True,632.679931640625,825.65,471.6
1738216894482.39,932,507,729,442,True,632.73388671875,826.025,471.875
1738216894516.4001,932,507,729,441,True,633.34814453125,826.35,472.125
1738216894549.323,932,507,730,442,True,633.0830078125,826.725,472.4
1738216894583.309,932,507,730,442,True,633.606201171875,827.1,472.675
1738216894615.4438,932,507,730,442,True,631.432861328125,827.5,472.95
1738216894648.8052,932,507,730,442,True,632.951171875,827.9,473.225
1738216894683.5022,932,507,730,443,True,633.964111328125,828.3,473.55
1738216894715.5159,932,507,729,442,True,631.218994140625,828.675,473.825
1738216894749.433,933,508,730,442,True,632.507080078125,829.05,474.1
1738216894782.739,932,508,729,442,True,632.923095703125,829.275,474.25
1738216894818.6729,932,508,730,443,True,635.720947265625,829.5,474.375
1738216894856.506,932,507,729,441,True,639.27685546875,829.675,474.425
1738216894883.901,931,508,728,442,True,634.2998046875,829.8,474.5
1738216894921.181,931,507,729,443,True,638.64208984375,829.95,474.55
1738216894950.8413,932,506,729,442,True,633.38720703125,830.125,474.525
1738216894982.298,931,505,729,441,True,632.265380859375,830.275,474.45
1738216895016.657,930,504,729,440,True,634.6357421875,830.375,474.35
1738216895051.2222,931,503,729,440,True,634.77001953125,830.45,474.225
1738216895082.556,931,503,730,439,True,632.457763671875,830.5,474.05
1738216895117.455,931,502,730,438,True,635.065185546875,830.525,473.85
1738216895152.462,931,502,730,438,True,636.061767578125,830.525,473.625
1738216895182.7422,932,501,730,438,True,633.419189453125,830.55,473.4
1738216895215.413,931,500,730,436,True,632.10400390625,830.525,473.075
1738216895248.674,931,500,731,436,True,633.230224609375,830.525,472.75
1738216895283.304,932,500,731,437,True,634.498779296875,830.55,472.45
1738216895315.9749,931,500,731,436,True,632.47265625,830.55,472.125
1738216895351.1628,931,500,731,436,True,635.64697265625,830.55,471.775
1738216895385.096,931,499,731,436,True,635.662841796875,830.575,471.425
1738216895419.6448,929,500,729,436,True,636.90576171875,830.45,471.075
1738216895449.8408,929,500,728,436,True,631.16796875,830.35,470.725
1738216895482.714,928,500,728,438,True,626.2080078125,830.2,470.4
1738216895516.247,928,500,727,437,True,632.34619140625,830.05,470.125
1738216895549.737,928,501,726,437,True,628.55615234375,829.925,469.825
1738216895582.549,927,501,726,437,True,631.707763671875,829.75,469.525
1738216895618.5789,927,501,726,438,True,636.28076171875,829.55,469.3
1738216895653.472,926,502,726,438,True,636.81494140625,829.35,469.15
1738216895683.8,926,502,725,438,True,632.577880859375,829.15,469.05
1738216895715.3862,925,503,724,439,True,632.830322265625,828.875,469.025
1738216895750.8809,925,503,724,440,True,633.42578125,828.575,469.05
1738216895782.6738,925,503,724,440,True,630.2119140625,828.275,469.125
1738216895816.063,924,503,722,440,True,633.32080078125,827.9,469.2
1738216895849.651,923,504,720,442,True,634.23779296875,827.425,469.375
1738216895882.044,921,504,719,442,True,633.369873046875,826.9,469.625
