fixation_x,fixation_y,fixation_duration,is_fixation
793.0,429.75,46.937255859375,True
793.0,429.75,82.229248046875,True
793.0,429.75,114.574951171875,True
793.0,429.75,146.529052734375,True
793.0,429.75,179.114990234375,True
793.0,429.75,211.976318359375,True
767.0,411.0,302.677734375,True
767.0,411.0,302.367919921875,True
767.0,411.0,299.979248046875,True
767.0,411.0,302.229736328125,True
767.0,411.0,299.112060546875,True
767.0,411.0,297.8779296875,True
775.15,413.8,300.11279296875,True
775.15,413.8,300.236083984375,True
775.15,413.8,299.43212890625,True
775.15,413.8,298.087890625,True
775.15,413.8,299.94677734375,True
775.15,413.8,296.46337890625,True
775.15,413.8,300.791015625,True
775.15,413.8,297.72119140625,True
775.15,413.8,296.384765625,True
775.15,413.8,299.5771484375,True
775.15,413.8,297.7919921875,True
775.15,413.8,297.43701171875,True
775.15,413.8,299.833251953125,True
775.15,413.8,300.76806640625,True
775.15,413.8,302.56884765625,True
775.15,413.8,300.450927734375,True
775.15,413.8,299.962890625,True
775.15,413.8,304.3037109375,True
775.15,413.8,302.10791015625,True
775.15,413.8,302.266845703125,True
775.15,413.8,300.7998046875,True
775.15,413.8,298.703125,True
775.15,413.8,302.113037109375,True
775.15,413.8,300.229248046875,True
775.15,413.8,297.90087890625,True
775.15,413.8,300.345947265625,True
775.15,413.8,298.5693359375,True
775.15,413.8,299.114990234375,True
775.15,413.8,297.656982421875,True
775.15,413.8,300.956298828125,True
775.15,413.8,302.726806640625,True
775.15,413.8,300.108154296875,True
775.15,413.8,299.5908203125,True
775.15,413.8,302.404296875,True
775.15,413.8,301.262939453125,True
775.15,413.8,298.14794921875,True
775.15,413.8,301.103271484375,True
775.15,413.8,301.66796875,True
775.15,413.8,301.227783203125,True
775.15,413.8,297.596923828125,True
775.15,413.8,299.44921875,True
775.15,413.8,301.07177734375,True
775.15,413.8,299.461669921875,True
775.15,413.8,299.825927734375,True
775.15,413.8,300.5439453125,True
775.15,413.8,300.70166015625,True
775.15,413.8,299.753173828125,True
775.15,413.8,296.656005859375,True
775.15,413.8,301.01416015625,True
775.15,413.8,299.728759765625,True
775.15,413.8,298.39208984375,True
775.15,413.8,297.463134765625,True
775.15,413.8,299.81982421875,True
775.15,413.8,299.613037109375,True
775.15,413.8,298.693359375,True
775.15,413.8,299.958984375,True
775.15,413.8,300.235107421875,True
775.15,413.8,300.697021484375,True
775.15,413.8,299.180908203125,True
775.15,413.8,298.484130859375,True
775.15,413.8,301.78076171875,True
775.15,413.8,300.67529296875,True
775.15,413.8,300.294189453125,True
775.15,413.8,300.001708984375,True
775.15,413.8,299.35498046875,True
775.15,413.8,301.669921875,True
775.15,413.8,300.45068359375,True
775.15,413.8,299.882080078125,True
775.15,413.8,301.44482421875,True
775.15,413.8,298.0751953125,True
775.15,413.8,298.7451171875,True
775.15,413.8,301.15673828125,True
775.15,413.8,299.43896484375,True
775.15,413.8,299.115966796875,True
775.15,413.8,299.870849609375,True
775.15,413.8,300.14306640625,True
775.15,413.8,299.095947265625,True
775.15,413.8,300.5244140625,True
775.15,413.8,302.169921875,True
775.15,413.8,301.27587890625,True
775.15,413.8,298.0341796875,True
775.15,413.8,299.35595703125,True
775.15,413.8,299.162841796875,True
775.15,413.8,301.11328125,True
775.15,413.8,296.30224609375,True
775.15,413.8,298.993896484375,True
775.15,413.8,298.353759765625,True
775.15,413.8,300.949951171875,True
775.15,413.8,298.1611328125,True
775.15,413.8,300.897216796875,True
775.15,413.8,301.71240234375,True
775.15,413.8,301.962890625,True
775.15,413.8,297.063720703125,True
775.15,413.8,302.03466796875,True
775.15,413.8,302.22607421875,True
775.15,413.8,300.97998046875,True
775.15,413.8,296.26318359375,True
775.15,413.8,300.19677734375,True
775.15,413.8,299.70361328125,True
775.15,413.8,297.103759765625,True
775.15,413.8,298.05810546875,True
775.15,413.8,301.3623046875,True
775.15,413.8,299.476318359375,True
775.15,413.8,298.233154296875,True
775.15,413.8,298.4658203125,True
775.15,413.8,300.741943359375,True
775.15,413.8,299.18798828125,True
775.15,413.8,299.271240234375,True
775.15,413.8,300.3828125,True
775.15,413.8,300.231201171875,True
775.15,413.8,298.555908203125,True
775.15,413.8,301.3408203125,True
775.15,413.8,300.8779296875,True
775.15,413.8,299.184326171875,True
775.15,413.8,298.450927734375,True
775.15,413.8,301.300048828125,True
775.15,413.8,299.868896484375,True
775.15,413.8,299.303466796875,True
775.15,413.8,301.306884765625,True
775.15,413.8,299.307861328125,True
775.15,413.8,296.109130859375,True
775.15,413.8,298.258056640625,True
775.15,413.8,299.871826171875,True
775.15,413.8,303.1669921875,True
775.15,413.8,302.010986328125,True
775.15,413.8,299.837890625,True
775.15,413.8,299.8828125,True
775.15,413.8,299.964111328125,True
775.15,413.8,302.93212890625,True
775.15,413.8,302.181884765625,True
775.15,413.8,301.418701171875,True
775.15,413.8,301.951171875,True
775.15,413.8,301.688232421875,True
775.15,413.8,297.2861328125,True
775.15,413.8,300.2060546875,True
775.15,413.8,299.904052734375,True
775.15,413.8,298.540771484375,True
775.15,413.8,299.348876953125,True
775.15,413.8,301.200927734375,True
775.15,413.8,298.8193359375,True
775.15,413.8,296.90185546875,True
775.15,413.8,297.89990234375,True
775.15,413.8,301.52880859375,True
775.15,413.8,302.260009765625,True
775.15,413.8,302.48974609375,True
775.15,413.8,299.756103515625,True
775.15,413.8,298.190185546875,True
