fixation_duration,fixation_x,fixation_y,is_fixation
,,,False
,,,False
,,,False
,,,False
150.524169921875,705.6,517.9,True
183.388427734375,705.5833333333334,517.8333333333334,True
216.715087890625,705.7142857142857,517.9285714285714,True
248.14892578125,705.8125,518.0,True
282.797119140625,705.8333333333334,518.0,True
315.01806640625,705.85,517.95,True
348.553955078125,705.8636363636364,517.9090909090909,True
382.021240234375,705.875,517.875,True
414.834228515625,705.9615384615385,517.8076923076923,True
449.81298828125,706.0357142857143,517.75,True
481.5810546875,706.0333333333333,517.7,True
515.985107421875,706.03125,517.71875,True
548.5439453125,705.9411764705883,517.6764705882352,True
581.959228515625,705.8611111111111,517.6388888888889,True
614.719970703125,705.7105263157895,517.6315789473684,True
648.412353515625,705.525,517.55,True
629.378173828125,705.25,517.525,True
630.65283203125,704.975,517.4,True
629.315185546875,704.6,517.125,True
631.217041015625,704.175,516.775,True
632.53955078125,703.7,516.25,True
632.900146484375,703.25,515.675,True
634.29248046875,702.725,515.025,True
633.844970703125,702.25,514.375,True
634.14111328125,701.775,513.75,True
634.312255859375,701.325,513.125,True
632.86962890625,700.9,512.475,True
633.494873046875,700.475,511.85,True
631.994140625,699.975,511.225,True
633.697021484375,699.475,510.65,True
634.89794921875,699.05,510.075,True
633.589111328125,698.65,509.475,True
634.209716796875,698.35,508.925,True
634.155029296875,698.125,508.4,True
633.427734375,697.975,507.875,True
632.3427734375,697.9,507.45,True
633.507080078125,697.925,506.975,True
634.680908203125,697.975,506.6,True
632.990966796875,698.2,506.35,True
632.862060546875,698.5,506.15,True
632.126953125,698.875,506.15,True
633.0947265625,699.275,506.2,True
633.216064453125,699.7,506.25,True
639.2587890625,700.05,506.275,True
638.81689453125,700.4,506.3,True
636.158203125,700.725,506.325,True
635.23291015625,700.975,506.375,True
632.98583984375,701.225,506.35,True
632.86083984375,701.45,506.35,True
630.776123046875,701.675,506.3,True
632.7001953125,701.85,506.25,True
632.893310546875,701.975,506.175,True
632.3173828125,702.075,506.05,True
633.239990234375,702.075,505.9,True
632.84716796875,702.075,505.725,True
633.078857421875,702.075,505.55,True
631.043212890625,702.0,505.35,True
633.22705078125,701.95,505.1,True
633.359130859375,701.8,504.85,True
632.879150390625,701.625,504.65,True
633.77685546875,701.425,504.425,True
631.68505859375,701.125,504.225,True
626.912353515625,700.825,504.0,True
626.256103515625,700.525,503.8,True
630.611083984375,700.225,503.575,True
632.00634765625,699.925,503.35,True
636.503173828125,699.65,503.125,True
633.990478515625,699.35,502.925,True
633.0498046875,699.1,502.75,True
633.85791015625,698.8,502.55,True
632.14892578125,698.5,502.35,True
633.22265625,698.2,502.1,True
633.80615234375,697.875,501.9,True
632.986083984375,697.55,501.7,True
633.447021484375,697.2,501.475,True
632.739013671875,696.85,501.2,True
634.139892578125,696.5,500.95,True
632.001953125,696.1,500.75,True
632.800048828125,695.725,500.575,True
633.4462890625,695.35,500.375,True
633.071044921875,694.95,500.175,True
632.993896484375,694.575,499.975,True
632.885986328125,694.2,499.825,True
632.536865234375,693.85,499.675,True
631.78369140625,693.5,499.5,True
634.100830078125,693.15,499.325,True
632.641845703125,692.8,499.15,True
632.59716796875,692.475,498.975,True
632.0419921875,692.15,498.8,True
632.531982421875,691.85,498.625,True
632.9091796875,691.55,498.45,True
631.556884765625,691.275,498.3,True
633.1279296875,691.0,498.125,True
633.4150390625,690.75,497.95,True
633.253662109375,690.525,497.775,True
632.3759765625,690.25,497.625,True
632.89599609375,690.0,497.475,True
633.03076171875,689.725,497.3,True
630.834716796875,689.4,497.125,True
632.181640625,689.025,497.0,True
632.932861328125,688.65,496.925,True
632.821044921875,688.25,496.875,True
633.16015625,687.825,496.85,True
633.376953125,687.375,496.825,True
628.442138671875,686.9,496.85,True
632.764892578125,686.425,496.9,True
632.9970703125,685.95,496.95,True
634.18603515625,685.45,497.05,True
633.349853515625,684.95,497.125,True
633.4560546875,684.475,497.175,True
633.421875,684.025,497.225,True
633.363037109375,683.6,497.25,True
632.205810546875,683.2,497.3,True
633.26806640625,682.85,497.3,True
633.113037109375,682.5,497.3,True
634.02392578125,682.175,497.3,True
633.464111328125,681.925,497.3,True
633.357177734375,681.75,497.3,True
634.09228515625,681.65,497.3,True
632.64208984375,681.6,497.25,True
633.075927734375,681.575,497.15,True
633.996826171875,681.6,497.025,True
633.1630859375,681.625,496.875,True
633.322998046875,681.65,496.725,True
632.85107421875,681.725,496.575,True
633.0439453125,681.75,496.425,True
632.8798828125,681.8,496.3,True
632.8330078125,681.875,496.15,True
633.53271484375,681.875,496.0,True
633.22119140625,681.75,495.85,True
633.204833984375,681.5,495.7,True
632.539306640625,681.05,495.55,True
632.532958984375,680.55,495.4,True
632.175048828125,679.9,495.325,True
632.227294921875,679.225,495.3,True
634.156982421875,678.5,495.35,True
632.991943359375,677.7,495.4,True
633.0400390625,676.775,495.6,True
632.61083984375,675.775,495.9,True
633.34912109375,674.7,496.225,True
631.5283203125,673.625,496.625,True
632.68212890625,672.45,497.125,True
,,,False
,,,False
,,,False
631.800048828125,667.5,499.3,True
633.156005859375,666.125,499.675,True
632.30712890625,664.7,499.95,True
632.237060546875,663.275,500.125,True
633.22119140625,661.9,500.2,True
634.805908203125,660.6,500.075,True
633.281005859375,659.45,499.775,True
633.11083984375,658.275,499.375,True
632.90380859375,657.125,498.775,True
631.689208984375,655.925,498.1,True
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
631.930908203125,635.625,487.65,True
633.971923828125,634.65,487.6,True
633.47314453125,633.675,487.825,True
634.159912109375,632.8,488.175,True
632.7587890625,632.025,488.675,True
631.69775390625,631.35,489.225,True
632.614013671875,630.825,489.7,True
633.36279296875,630.475,490.075,True
632.995849609375,630.35,490.325,True
632.97314453125,630.425,490.45,True
633.6201171875,630.65,490.425,True
633.309326171875,631.05,490.325,True
633.2978515625,632.0,490.375,True
632.17578125,633.35,490.575,True
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
632.802001953125,752.825,518.175,True
633.31787109375,753.95,518.975,True
633.037109375,754.8,519.825,True
632.9130859375,755.45,520.775,True
631.886962890625,755.975,521.8,True
633.433837890625,756.325,522.775,True
632.982177734375,756.575,523.7,True
633.069091796875,756.775,524.625,True
633.541015625,757.025,525.5,True
632.588134765625,757.25,526.275,True
633.010986328125,757.525,526.925,True
632.40478515625,757.775,527.5,True
632.69775390625,758.0,527.975,True
632.8740234375,758.175,528.4,True
632.97900390625,758.325,528.75,True
633.970947265625,758.375,529.125,True
633.904541015625,758.4,529.525,True
632.8701171875,758.375,529.975,True
631.426025390625,758.35,530.4,True
632.945068359375,758.3,530.775,True
633.209228515625,758.225,531.0,True
633.010009765625,758.15,531.225,True
634.442138671875,758.1,531.35,True
633.34716796875,757.975,531.4,True
632.230224609375,757.8,531.375,True
631.880859375,757.5,531.375,True
632.93115234375,757.15,531.375,True
633.488037109375,756.775,531.375,True
633.3291015625,756.2,531.4,True
634.14404296875,755.575,531.4,True
632.62109375,754.8,531.425,True
633.17919921875,753.925,531.375,True
632.53271484375,752.875,531.4,True
633.46484375,751.675,531.45,True
633.06396484375,750.325,531.575,True
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
633.625732421875,726.475,535.075,True
632.94921875,725.625,535.95,True
633.231201171875,725.175,537.15,True
632.300048828125,725.325,538.425,True
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
633.1669921875,752.175,551.575,True
632.854736328125,753.475,551.5,True
632.553955078125,754.3,551.3,True
632.429931640625,754.875,551.2,True
634.135986328125,755.375,551.275,True
633.72314453125,755.8,551.35,True
633.548583984375,756.175,551.475,True
633.796630859375,756.5,551.55,True
632.865966796875,756.825,551.7,True
633.133056640625,757.175,551.825,True
632.458984375,757.475,551.9,True
632.60107421875,757.8,552.0,True
633.1767578125,758.025,552.05,True
631.84814453125,758.25,552.125,True
633.606201171875,758.35,552.125,True
633.060302734375,758.375,552.125,True
632.789794921875,758.35,552.025,True
632.302001953125,758.25,551.875,True
633.35107421875,758.15,551.775,True
633.137939453125,758.05,551.65,True
632.799072265625,757.95,551.525,True
633.8740234375,757.8,551.35,True
632.837158203125,757.65,551.225,True
631.833984375,757.5,551.125,True
631.22802734375,757.325,551.0,True
632.359375,757.125,550.9,True
632.795166015625,756.875,550.8,True
633.354248046875,756.575,550.725,True
633.01416015625,756.175,550.625,True
632.85986328125,755.75,550.55,True
633.7490234375,755.275,550.55,True
632.10009765625,754.775,550.55,True
632.7109375,754.25,550.625,True
632.694091796875,753.675,550.7,True
633.870849609375,753.2,550.8,True
633.22900390625,752.725,550.9,True
632.908203125,752.225,551.025,True
632.89404296875,751.725,551.2,True
632.35693359375,751.225,551.325,True
633.623046875,750.65,551.5,True
633.049072265625,750.05,551.675,True
632.8388671875,749.475,551.9,True
633.35986328125,748.9,552.1,True
633.421875,748.25,552.3,True
633.447021484375,747.525,552.525,True
632.4228515625,746.775,552.8,True
633.016845703125,746.0,553.075,True
633.5068359375,745.175,553.425,True
633.049072265625,744.4,553.8,True
633.416015625,743.625,554.1,True
633.014892578125,742.8,554.375,True
632.971923828125,741.95,554.7,True
632.0869140625,741.15,554.95,True
632.0078125,740.4,555.2,True
634.04296875,739.65,555.425,True
632.887939453125,738.95,555.65,True
633.132080078125,738.325,555.825,True
633.19091796875,737.85,556.0,True
632.869140625,737.55,556.175,True
632.411865234375,737.425,556.35,True
633.835205078125,737.375,556.5,True
633.7041015625,737.425,556.6,True
632.7880859375,737.5,556.75,True
633.268798828125,737.65,556.9,True
632.9482421875,737.95,557.0,True
633.091064453125,738.3,557.05,True
633.10400390625,738.675,557.125,True
632.81884765625,739.075,557.175,True
632.95703125,739.45,557.225,True
633.088134765625,739.85,557.325,True
634.31103515625,740.325,557.425,True
633.701171875,740.85,557.475,True
633.572998046875,741.75,557.55,True
631.735107421875,743.0,557.575,True
632.962158203125,744.3,557.575,True
633.513916015625,745.575,557.55,True
633.249267578125,746.875,557.575,True
633.77294921875,748.075,557.5,True
633.5380859375,749.2,557.475,True
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
,,,False
633.578125,756.7,556.775,True
632.680908203125,757.575,556.6,True
633.47119140625,758.45,556.4,True
632.51708984375,759.325,556.175,True
633.16796875,760.225,555.975,True
633.653076171875,761.05,555.75,True
