timestamp,left_pupil_x,left_pupil_y,right_pupil_x,right_pupil_y,is_fixation,fixation_duration,fixation_x,fixation_y
1738192795628.03,857,429,686,431,False,,,
1738192795675.2961,853,431,684,432,True,47.26611328125,770.0,430.75
1738192795708.311,853,431,683,432,True,80.281005859375,770.0,430.75
1738192795742.306,850,431,681,432,True,114.27587890625,770.0,430.75
1738192795774.4263,850,431,680,433,True,146.396240234375,770.0,430.75
1738192795808.5042,849,432,680,432,True,180.47412109375,770.0,430.75
1738192795840.0151,848,431,679,433,True,211.985107421875,770.0,430.75
1738192795874.9702,847,431,678,433,True,246.940185546875,770.0,430.75
1738192795908.4521,841,431,673,432,True,280.422119140625,770.0,430.75
1738192795941.8152,839,430,671,433,True,313.78515625,770.0,430.75
1738192795974.993,839,431,670,432,True,299.69677734375,770.0,430.75
1738192796007.305,839,431,671,433,True,298.993896484375,770.0,430.75
1738192796041.6611,839,430,670,433,True,299.355224609375,770.0,430.75
1738192796076.6233,839,431,670,433,True,302.197021484375,770.0,430.75
1738192796107.743,838,431,670,433,True,299.23876953125,770.0,430.75
1738192796141.881,838,431,670,433,True,301.865966796875,770.0,430.75
1738192796174.958,840,432,669,432,True,299.98779296875,770.0,430.75
1738192796208.572,844,430,675,433,True,300.119873046875,770.0,430.75
1738192796241.942,844,430,675,432,True,300.126708984375,770.0,430.75
1738192796273.8481,843,430,674,433,True,298.855224609375,770.0,430.75
1738192796309.661,843,431,675,432,True,302.35595703125,770.0,430.75
1738192796341.0981,844,431,674,433,True,299.43701171875,770.0,430.75
1738192796375.0688,844,431,674,432,True,298.445556640625,770.0,430.75
1738192796408.116,845,432,676,433,True,300.373046875,770.0,430.75
1738192796441.715,844,430,675,432,True,299.833984375,770.0,430.75
1738192796473.835,844,430,675,433,True,298.876953125,770.0,430.75
1738192796507.4639,844,431,675,433,True,298.891845703125,770.0,430.75
1738192796541.551,844,431,675,433,True,299.609130859375,770.0,430.75
1738192796573.507,845,431,676,433,True,299.658935546875,770.0,430.75
1738192796607.2869,845,431,675,433,True,297.6259765625,770.0,430.75
1738192796645.064,844,431,675,433,True,303.9658203125,770.0,430.75
1738192796674.151,844,432,675,433,True,299.08203125,770.0,430.75
1738192796708.15,844,431,675,433,True,300.033935546875,770.0,430.75
1738192796740.854,844,432,674,434,True,299.138916015625,770.0,430.75
1738192796773.688,843,431,675,433,True,299.85302734375,770.0,430.75
1738192796807.6921,843,432,675,434,True,300.228271484375,770.0,430.75
1738192796839.4392,843,432,674,434,True,297.88818359375,770.0,430.75
1738192796875.612,843,432,674,434,True,302.10498046875,770.0,430.75
1738192796907.5771,843,432,674,434,True,300.290283203125,770.0,430.75
1738192796940.073,842,432,673,434,True,295.009033203125,770.0,430.75
1738192796973.3682,841,432,673,434,True,299.21728515625,770.0,430.75
1738192797006.5842,841,433,673,434,True,298.434326171875,770.0,430.75
1738192797041.7258,842,432,673,434,True,300.871826171875,770.0,430.75
1738192797072.653,842,432,672,434,True,298.965087890625,770.0,430.75
1738192797108.312,841,432,673,435,True,300.619873046875,770.0,430.75
1738192797141.105,841,432,672,435,True,301.665771484375,770.0,430.75
1738192797173.802,840,432,672,434,True,298.18994140625,770.0,430.75
1738192797206.701,841,431,671,434,True,299.123779296875,770.0,430.75
1738192797240.0232,839,431,671,434,True,299.9501953125,770.0,430.75
1738192797273.657,839,431,670,434,True,300.288818359375,770.0,430.75
1738192797306.7588,839,431,670,434,True,300.174560546875,770.0,430.75
1738192797340.4941,838,431,669,433,True,298.768310546875,770.0,430.75
1738192797373.514,838,431,669,433,True,300.86083984375,770.0,430.75
1738192797406.924,836,431,669,434,True,298.612060546875,770.0,430.75
1738192797440.054,836,432,668,433,True,298.948974609375,770.0,430.75
1738192797473.449,835,432,668,434,True,299.64697265625,770.0,430.75
1738192797506.987,834,432,667,434,True,300.2861328125,770.0,430.75
1738192797539.69,834,432,667,434,True,299.666748046875,770.0,430.75
1738192797573.85,834,432,667,434,True,300.193115234375,770.0,430.75
1738192797607.75,834,431,667,433,True,300.9912109375,770.0,430.75
1738192797639.7332,833,430,667,433,True,299.239013671875,770.0,430.75
1738192797673.416,832,430,666,433,True,299.902099609375,770.0,430.75
1738192797706.454,833,430,666,433,True,299.530029296875,770.0,430.75
1738192797739.248,833,430,666,433,True,299.194091796875,770.0,430.75
1738192797774.095,832,431,667,435,True,300.64599609375,770.0,430.75
1738192797807.919,833,432,667,435,True,300.931884765625,770.0,430.75
1738192797840.343,832,431,666,434,True,300.653076171875,770.0,430.75
1738192797872.692,831,431,664,434,True,298.841796875,770.0,430.75
1738192797906.6948,830,430,663,434,True,298.94482421875,770.0,430.75
1738192797941.198,831,429,663,434,True,301.46484375,770.0,430.75
1738192797972.638,831,429,663,434,True,299.221923828125,770.0,430.75
1738192798006.978,832,429,664,434,True,300.52392578125,770.0,430.75
1738192798040.4321,832,429,664,433,True,301.18408203125,770.0,430.75
1738192798074.898,831,430,664,434,True,300.802978515625,770.0,430.75
1738192798106.503,831,429,664,433,True,298.583984375,770.0,430.75
1738192798139.198,831,430,663,433,True,298.85498046875,770.0,430.75
